lead_id,company_name,industry_code,industry_name,lead_source,product_interest,inquiry_text,office_country,created_at,last_contacted_at,company_size,annual_revenue,lead_score,pages_viewed,requested_demo,sales_notes,constant_source,converted
51583,Nimbus Group,TRVL,Travel,Conference,Marketing automation,Needs help replacing legacy spreadsheet with marketing automation,Australia,2024-09-14,2024-05-13,34,4761932.79,91.5,7,1,,crm_export,0
51584,Nimbus Group,RETL,Retail,LinkedIn,Data warehouse,Asked about pricing for data warehouse and onboarding support,India,2025-10-18,2025-04-13,89,6586399.25,75.5,4,1,,crm_export,1
51585,Acme Systems,MEDIA,Media,Cold email,Customer data platform,Comparing vendors for customer data platform after a failed BI tool rollout,Canada,2023-12-08,NA,68,2937835.54,56.0,6,0,,crm_export,0
51586,Summit Systems,MFG,Manufacturing,LinkedIn,Forecasting dashboard,Wants a demo focused on reporting and integration options,Australia,2022-05-23,2022-07-21,18,70348816.17,27.3,10,0,,crm_export,0
51587,Acme Labs,MFG,Manufacturing,Cold email,Marketing automation,Comparing vendors for marketing automation after a failed BI tool rollout,Italy,2022-10-07,2022-10-26,207,906693.5,92.6,8,0,asked about pricing,crm_export,1
51588,Nova Solutions,MFG,Manufactring,Referral,Marketing automation,Needs help replacing legacy warehouse with marketing automation,Brasil,2025-03-23,2025-03-17,249,3246909.48,53.9,6,1,NA,crm_export,0
51589,Nova Labs,TECH,Technology,Conference,Customer data platform,Needs help replacing legacy warehouse with customer data platform,U.S.,2024-11-08,2024-02-12,247,11113936.27,57.2,7,0,,crm_export,1
51590,BluePeak Systems,MEDIA,Media,,Data warehouse,Looking for data warehouse for a marketing team before Q4,Italia,2024-08-25,2024-04-06,14,5542360.24,61.5,5,0,,crm_export,0
51591,Summit Group,MEDIA,Meda,Website,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Deutschland,2025-01-22,2025-09-07,131,18082876.04,50.7,4,1,asked about pricing,crm_export,1
51592,Vertex Group,TECH,Technology,LinkedIn,Security audit,"Procurement requested details about forecasting, pricing, and security",Germany,2022-05-01,2022-01-28,529,7367018.74,48.0,1,0,,crm_export,1
51593,Nova Analytics,RETL,Retail,Cold email,CRM integration,Needs help replacing legacy spreadsheet with crm integration,Deutschland,2021-03-21,2021-04-02,174,8959230.79,18.5,6,1,,crm_export,0
51594,Nova Group,HLTH,Healthcare,Cold email,CRM integration,Needs help replacing legacy spreadsheet with crm integration,Brasil,2022-12-10,2022-09-20,17,1313115.44,82.6,6,0,NA,crm_export,1
51595,BluePeak Analytics,HLTH,,LinkedIn,Security audit,Wants a demo focused on compliance and integration options,Great Britain,2023-11-06,2023-10-07,204,28132272.0,48.4,3,0,asked about pricing,crm_export,1
51596,Nova Systems,MEDIA,Meda,Paid search,Analytics platform,Wants a demo focused on reporting and integration options,Brasil,2025-03-22,2025-04-21,175,20468308.13,43.4,6,0,NA,crm_export,1
51597,Vertex Analytics,RETL,Retail,,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed BI tool rollout,Germany,2021-01-16,2021-03-22,16,66764107.28,90.8,4,0,follow up next quarter,crm_export,0
51598,Nova Group,RETL,Retial,Website,Security audit,Looking for security audit for a finance team before Q3,Italy,2024-10-23,2024-06-05,87,2301136.7,46.0,8,0,,crm_export,1
51599,Nimbus Analytics,HLTH,Healthcare,Referral,CRM integration,Wants a demo focused on compliance and integration options,United States of America,2022-06-04,2022-08-23,99,2223914.47,72.6,5,0,needs security review,crm_export,1
51600,Nova Analytics,TRVL,Trave,Paid search,Forecasting dashboard,Wants a demo focused on compliance and integration options,UK,2021-08-12,2021-06-10,146,5337930.45,50.5,2,0,follow up next quarter,crm_export,0
51601,Vertex Analytics,MFG,Manufacturing,Paid search,CRM integration,Wants a demo focused on compliance and integration options,Brazil,2021-08-20,2021-06-01,109,24642546.77,47.0,6,0,asked about pricing,crm_export,0
51602,Acme Analytics,RETL,Retail,Referral,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed BI tool rollout,Germany,2021-10-13,2021-09-09,65,10811068.61,74.4,6,0,,crm_export,1
51603,BluePeak Systems,HLTH,Healthcare,LinkedIn,Analytics platform,Wants a demo focused on reporting and integration options,Great Britain,2021-02-18,2021-07-19,117,2334803.24,35.7,6,0,follow up next quarter,crm_export,1
51604,Vertex Analytics,TRVL,Travel,Referral,Security audit,Comparing vendors for security audit after a failed warehouse rollout,UK,2021-03-22,2021-11-22,161,4204324.59,85.5,2,0,needs security review,crm_export,0
51605,Summit Analytics,RETL,Retail,LinkedIn,Marketing automation,Comparing vendors for marketing automation after a failed warehouse rollout,Spain,2022-02-21,2022-06-13,249,1708272.67,76.6,1,0,follow up next quarter,crm_export,1
51606,Nimbus Systems,TRVL,Travel,LinkedIn,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Canada,2025-09-27,2025-10-26,48,10739367.25,59.0,3,0,,crm_export,0
51607,Vertex Group,TRVL,Trave,Conference,Analytics platform,Asked about pricing for analytics platform and onboarding support,Espana,2023-02-12,2023-01-14,115,26806735.83,44.2,10,0,NA,crm_export,1
51608,Vertex Group,TECH,Technlogy,Referral,Marketing automation,Needs help replacing legacy BI tool with marketing automation,India,2024-08-18,2024-11-11,374,,23.3,1,1,asked about pricing,crm_export,1
51609,Nimbus Analytics,EDU,Education,Referral,CRM integration,Comparing vendors for crm integration after a failed warehouse rollout,Australia,2024-08-15,2024-01-25,56,2886660.4,66.3,3,1,asked about pricing,crm_export,1
51610,Nimbus Solutions,EDU,Education,Conference,Security audit,Comparing vendors for security audit after a failed warehouse rollout,U.K.,2024-05-13,2024-05-09,88,21283494.59,95.4,3,0,,crm_export,1
51611,Nimbus Systems,RETL,Retail,Webinar,CRM integration,Needs help replacing legacy warehouse with crm integration,Great Britain,NA,2025-10-24,151,,78.3,6,1,needs security review,crm_export,1
51612,BluePeak Systems,MFG,Manufacturing,Cold email,Data warehouse,Looking for data warehouse for a operations team before Q2,United States,2024-02-21,2024-01-16,16,1942067.15,97.1,5,0,,crm_export,1
51613,BluePeak Group,FIN,Finance,Webinar,Data warehouse,Needs help replacing legacy warehouse with data warehouse,Spain,NA,2022-03-23,319,6844821.88,56.0,5,0,,crm_export,1
51614,Nova Labs,FIN,Finance,LinkedIn,Customer data platform,Looking for customer data platform for a data team before Q4,Brasil,2023-11-23,2023-02-19,118,3249761.96,68.2,2,0,,crm_export,1
51615,BluePeak Analytics,TRVL,,LinkedIn,Analytics platform,Needs help replacing legacy warehouse with analytics platform,Canada,2021-12-02,2021-04-08,18,4115939.94,73.2,3,0,,crm_export,0
51616,BluePeak Systems,RETL,Retial,Referral,Marketing automation,Needs help replacing legacy BI tool with marketing automation,USA,2024-01-24,2024-10-15,645,6931301.28,NA,3,1,,crm_export,1
51617,Nimbus Group,TRVL,Travel,Conference,Marketing automation,Wants a demo focused on reporting and integration options,Germany,2021-03-14,2021-11-14,73,14009331.36,56.9,7,1,NA,crm_export,0
51618,Vertex Group,TRVL,Trave,Website,Analytics platform,Wants a demo focused on lead scoring and integration options,UK,2021-06-09,2021-09-07,7,7583426.42,65.7,8,0,follow up next quarter,crm_export,0
51619,BluePeak Group,MEDIA,Media,Cold email,Data warehouse,Needs help replacing legacy CRM with data warehouse,France,2023-11-26,2023-06-12,302,28983636.29,65.1,8,0,,crm_export,1
51620,Vertex Solutions,MFG,Manufacturing,Cold email,Customer data platform,Asked about pricing for customer data platform and onboarding support,France,2024-06-28,2024-07-13,54,16037716.39,28.1,10,0,follow up next quarter,crm_export,0
51621,Nimbus Group,MEDIA,Media,Webinar,Data warehouse,Looking for data warehouse for a finance team before Q3,France,2021-02-19,2021-07-22,71,44500830.2,43.5,6,1,asked about pricing,crm_export,1
51622,Nimbus Systems,TECH,Technology,Referral,Security audit,Needs help replacing legacy spreadsheet with security audit,France,2021-09-19,2021-09-26,36,28203057.1,46.6,1,1,follow up next quarter,crm_export,1
51623,Acme Solutions,TRVL,Travel,Referral,Security audit,Looking for security audit for a data team before Q1,India,2023-11-12,2023-02-24,5,6669158.9,69.5,5,1,asked about pricing,crm_export,1
51624,Nova Solutions,MFG,Manufacturing,LinkedIn,Marketing automation,Asked about pricing for marketing automation and onboarding support,Australia,2024-11-27,,7,2151459.26,25.2,3,0,,crm_export,1
51625,Vertex Group,HLTH,Healthcare,Referral,Security audit,Looking for security audit for a data team before Q1,India,,2024-02-05,65,30607558.51,34.5,6,1,,crm_export,1
51626,Vertex Solutions,MEDIA,Media,Webinar,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Italia,NA,2021-08-01,113,1841330.89,29.6,3,0,,crm_export,0
51627,Acme Analytics,HLTH,Healthcare,Webinar,Security audit,Comparing vendors for security audit after a failed warehouse rollout,India,2023-05-07,2023-01-21,21,10187499.14,62.9,5,0,,crm_export,0
51628,Vertex Analytics,MEDIA,Media,LinkedIn,Analytics platform,Wants a demo focused on reporting and integration options,France,2024-03-12,2024-04-06,148,4868289.92,46.3,3,1,needs security review,crm_export,0
51629,Nova Labs,FIN,Finance,Webinar,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Great Britain,2024-10-01,2024-03-10,48,32963757.76,100.0,6,1,needs security review,crm_export,1
51630,Acme Solutions,TECH,Technology,Referral,Marketing automation,Wants a demo focused on lead scoring and integration options,Australia,2025-08-03,2025-06-20,125,4651844.73,70.0,5,0,,crm_export,0
51631,Acme Group,TECH,Technology,Referral,CRM integration,Comparing vendors for crm integration after a failed spreadsheet rollout,France,NA,2021-04-05,330,35101447.38,73.8,4,0,needs security review,crm_export,0
51632,Acme Group,EDU,Education,Webinar,Data warehouse,Looking for data warehouse for a data team before Q1,Germany,2025-09-18,2025-03-01,318,7349137.81,76.9,10,1,,crm_export,1
51633,Summit Systems,TRVL,Trave,Referral,Analytics platform,Needs help replacing legacy CRM with analytics platform,Deutschland,2024-03-20,2024-05-23,61,4271421.41,54.5,3,0,NA,crm_export,0
51634,Summit Labs,HLTH,Healthcare,Conference,Customer data platform,Asked about pricing for customer data platform and onboarding support,Italy,2024-03-04,2024-01-20,20,1135137.68,51.4,4,0,follow up next quarter,crm_export,0
51635,Vertex Solutions,FIN,Finance,Paid search,Data warehouse,Wants a demo focused on compliance and integration options,Canada,2022-09-12,2022-09-22,100,2629792.66,70.3,3,1,,crm_export,1
51636,Summit Systems,EDU,Education,Webinar,Data warehouse,Looking for data warehouse for a finance team before Q3,UK,2022-09-12,2022-09-09,21,8033938.83,40.4,5,0,follow up next quarter,crm_export,0
51637,BluePeak Systems,FIN,Finanace,Referral,Data warehouse,Looking for data warehouse for a operations team before Q3,Espana,2023-03-14,2023-09-07,54,2798159.72,NA,3,0,asked about pricing,crm_export,0
51638,Summit Solutions,HLTH,Healthcare,Webinar,Data warehouse,Wants a demo focused on forecasting and integration options,Spain,2025-06-08,2025-05-21,32,11554520.52,65.9,2,0,,crm_export,0
51639,Nimbus Labs,HLTH,Healthcare,Paid search,Customer data platform,Wants a demo focused on forecasting and integration options,France,2025-01-23,2025-07-03,69,17237582.57,45.9,6,1,,crm_export,1
51640,Nimbus Labs,MFG,Manufacturing,Webinar,Security audit,Comparing vendors for security audit after a failed CRM rollout,Australia,2022-05-09,2022-10-21,62,13347450.82,63.9,1,1,,crm_export,1
51641,BluePeak Solutions,EDU,Education,Referral,Data warehouse,Asked about pricing for data warehouse and onboarding support,Australia,2025-01-11,2025-10-24,78,12876472.45,81.9,4,0,NA,crm_export,1
51642,BluePeak Solutions,MFG,Manufactring,Cold email,Marketing automation,Asked about pricing for marketing automation and onboarding support,Spain,2023-05-02,2023-04-12,59,11787607.5,76.4,8,1,,crm_export,1
51643,Nova Systems,RETL,Retail,Partner,Customer data platform,Comparing vendors for customer data platform after a failed spreadsheet rollout,Canada,2023-09-17,,141,84076842.47,57.8,2,0,NA,crm_export,0
51644,Nimbus Systems,EDU,Education,Paid search,Marketing automation,Wants a demo focused on lead scoring and integration options,Brasil,2024-11-19,2024-02-18,26,28301528.73,72.3,5,1,NA,crm_export,0
51645,BluePeak Analytics,TECH,Technology,LinkedIn,Marketing automation,"Procurement requested details about lead scoring, pricing, and security",Australia,2022-05-22,2022-08-25,216,3566220.96,56.8,5,1,,crm_export,1
51646,Nova Group,EDU,Education,Conference,Forecasting dashboard,Needs help replacing legacy BI tool with forecasting dashboard,Australia,2024-08-01,2024-01-11,168,2379725.94,40.1,1,0,,crm_export,1
51647,Acme Solutions,RETL,Retail,Conference,Security audit,Looking for security audit for a finance team before Q3,Germany,2025-05-15,2025-10-19,41,4779154.34,75.2,7,0,,crm_export,1
51648,BluePeak Labs,TECH,Technology,Cold email,Analytics platform,Wants a demo focused on compliance and integration options,United States,2024-03-09,2024-10-20,45,47802956.52,39.7,3,1,NA,crm_export,1
51649,Nova Group,EDU,Education,Webinar,Marketing automation,Wants a demo focused on reporting and integration options,Germany,2022-07-19,2022-11-07,145,4153702.7,34.9,2,0,needs security review,crm_export,0
51650,BluePeak Labs,MEDIA,Media,LinkedIn,Analytics platform,Looking for analytics platform for a marketing team before Q2,Australia,2024-08-10,2024-11-01,25,30084529.45,73.2,6,0,,crm_export,0
51651,Acme Solutions,RETL,Retail,Conference,Data warehouse,Comparing vendors for data warehouse after a failed BI tool rollout,Canada,2024-04-26,2024-08-20,89,50898941.64,69.7,7,0,asked about pricing,crm_export,1
51652,Nova Systems,TECH,Technlogy,Partner,Customer data platform,Looking for customer data platform for a sales team before Q2,Brasil,2023-03-26,2023-02-15,35,2220313.66,42.6,5,0,NA,crm_export,0
51653,Vertex Group,EDU,Education,Webinar,Data warehouse,Asked about pricing for data warehouse and onboarding support,Italia,2025-05-12,,150,1275486.35,88.5,3,1,NA,crm_export,1
51654,Nova Systems,FIN,Finance,LinkedIn,CRM integration,Comparing vendors for crm integration after a failed spreadsheet rollout,Brasil,2021-01-01,2021-03-04,43,1612267.54,80.5,6,1,,crm_export,1
51655,BluePeak Group,EDU,Educaton,Paid search,Customer data platform,Looking for customer data platform for a finance team before Q3,Italy,2025-01-28,2025-08-07,78,13295965.71,60.5,2,0,,crm_export,0
51656,Summit Solutions,TECH,Technlogy,Webinar,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed warehouse rollout,Great Britain,2025-11-23,2025-10-28,64,25221731.96,69.4,3,0,,crm_export,0
51657,BluePeak Labs,MFG,Manufactring,Paid search,Marketing automation,Comparing vendors for marketing automation after a failed BI tool rollout,United Kingdom,2024-07-06,2024-08-04,65,23195986.24,62.7,5,0,NA,crm_export,1
51658,BluePeak Group,MEDIA,Media,Referral,Security audit,Wants a demo focused on reporting and integration options,Australia,2022-06-18,2022-06-14,14,58027521.89,45.8,3,0,needs security review,crm_export,0
51659,Acme Analytics,MFG,Manufacturing,Webinar,Analytics platform,Comparing vendors for analytics platform after a failed spreadsheet rollout,USA,2025-11-18,2025-05-21,194,7617814.13,56.8,9,1,,crm_export,1
51660,Summit Solutions,TRVL,Travel,Cold email,Security audit,Needs help replacing legacy spreadsheet with security audit,Australia,2021-04-09,2021-02-08,84,10814228.15,75.8,6,0,NA,crm_export,1
51661,Nimbus Group,EDU,Education,Website,Analytics platform,Looking for analytics platform for a sales team before Q4,France,2021-02-02,2021-02-23,36,22322632.35,86.8,4,0,asked about pricing,crm_export,0
